ID_Cliente,Nome,Idade,Data_Cadastro,Localizacao,Genero
935,Otávio Ferreira,82,2024-09-18,Faro,Feminino
936,Juliana Almeida,36,2024-08-06,Évora,Masculino
937,Patrícia Ferreira,24,2023-06-07,Setúbal,Feminino
938,Carlos Almeida,82,2023-10-02,Coimbra,Masculino
939,Patrícia Lima,43,2023-08-08,Setúbal,Masculino
940,Sara Ferreira,85,2024-04-11,Faro,Masculino
941,Igor Almeida,59,2023-01-18,Açores,Masculino
942,Daniela Almeida,72,2023-12-11,Évora,Masculino
943,Katia Rodrigues,21,2024-02-11,Coimbra,Feminino
944,Vanessa Nascimento,36,2023-09-25,Lisboa,Masculino
945,Gabriel Rodrigues,37,2024-09-23,Porto,Masculino
946,Helena Ferreira,36,2024-02-29,Lisboa,Feminino
947,Daniela Costa,75,2023-08-25,Lisboa,Feminino
948,Gabriel Lima,45,2024-05-25,Madeira,Feminino
949,Sara Nascimento,36,2023-01-08,Lisboa,Feminino
950,Thiago Lima,23,2024-04-02,Coimbra,Masculino
951,Juliana Pereira,52,2024-10-26,Leiria,Masculino
952,Carlos Almeida,52,2023-02-10,Évora,Masculino
953,Ana Costa,67,2024-04-27,Setúbal,Masculino
954,Katia Nascimento,86,2024-09-20,Coimbra,Masculino
955,Rafael Nascimento,89,2022-12-21,Lisboa,Masculino
956,Helena Lima,57,2024-01-13,Leiria,Feminino
957,Fernanda Silva,62,2023-01-19,Évora,Feminino
958,Juliana Pereira,82,2024-03-12,Lisboa,Feminino
959,Mariana Silva,89,2024-03-08,Faro,Masculino
960,Katia Almeida,35,2024-09-21,Setúbal,Masculino
961,Natália Pereira,37,2023-10-10,Braga,Feminino
962,Otávio Lima,34,2024-05-22,Coimbra,Masculino
963,Eduardo Costa,85,2024-08-03,Setúbal,Masculino
964,Thiago Oliveira,58,2024-10-11,Madeira,Masculino
965,Fernanda Rodrigues,36,2024-11-19,Évora,Feminino
966,Natália Costa,74,2023-03-08,Braga,Masculino
967,Gabriel Santos,34,2024-06-13,Lisboa,Feminino
968,Vanessa Ferreira,47,2023-04-19,Faro,Masculino
969,Ana Rodrigues,28,2023-01-15,Leiria,Masculino
970,Rafael Ferreira,78,2022-12-21,Évora,Masculino
971,Mariana Nascimento,78,2024-08-01,Coimbra,Masculino
972,Helena Silva,70,2024-12-04,Braga,Feminino
973,Helena Pereira,44,2024-10-13,Coimbra,Feminino
974,Vanessa Nascimento,59,2023-09-08,Faro,Feminino
975,Mariana Silva,66,2024-02-03,Setúbal,Masculino
976,Rafael Santos,75,2023-09-09,Lisboa,Masculino
977,Rafael Lima,68,2024-11-09,Madeira,Feminino
978,Rafael Silva,42,2024-02-25,Leiria,Feminino
979,Juliana Costa,77,2024-07-02,Setúbal,Feminino
980,Vanessa Silva,84,2024-07-27,Leiria,Feminino
981,Carlos Lima,32,2024-06-18,Açores,Masculino
982,Mariana Almeida,59,2023-09-15,Lisboa,Masculino
983,Otávio Ferreira,43,2023-09-11,Porto,Feminino
984,Katia Oliveira,33,2024-09-17,Porto,Feminino
985,Leonardo Santos,85,2022-12-26,Setúbal,Masculino
986,Mariana Lima,66,2024-11-05,Coimbra,Feminino
987,Thiago Oliveira,38,2024-07-24,Coimbra,Masculino
988,Natália Costa,57,2023-09-20,Braga,Masculino
989,Daniela Oliveira,43,2024-12-16,Açores,Feminino
990,Ana Nascimento,81,2023-07-28,Madeira,Masculino
991,Vanessa Nascimento,48,2024-05-11,Açores,Feminino
992,Otávio Almeida,74,2024-09-29,Açores,Masculino
993,Helena Lima,53,2023-03-26,Madeira,Masculino
994,Bruno Oliveira,36,2024-10-24,Évora,Masculino
995,Eduardo Silva,56,2024-01-15,Porto,Masculino
996,Daniela Almeida,40,2024-07-07,Braga,Masculino
997,Otávio Ferreira,64,2024-11-13,Porto,Feminino
998,Katia Rodrigues,66,2024-10-11,Setúbal,Masculino
999,Juliana Nascimento,35,2024-08-17,Braga,Feminino
1000,Rafael Almeida,85,2024-05-19,Faro,Masculino
1001,Daniela Ferreira,85,2024-09-21,Leiria,Feminino
1002,Natália Ferreira,58,2024-03-29,Madeira,Feminino
1003,Eduardo Ferreira,90,2023-07-30,Madeira,Feminino
1004,Patrícia Oliveira,47,2022-12-25,Braga,Masculino
1005,Ana Santos,21,2023-08-31,Porto,Masculino
1006,Vanessa Almeida,70,2024-11-03,Évora,Feminino
1007,Sara Pereira,19,2023-03-05,Faro,Feminino
1008,Igor Santos,57,2024-02-16,Madeira,Feminino
1009,Ana Santos,60,2024-01-05,Setúbal,Masculino
1010,Fernanda Pereira,60,2024-01-08,Leiria,Feminino
1011,Bruno Oliveira,79,2024-07-13,Leiria,Feminino
1012,Otávio Almeida,25,2023-07-05,Braga,Feminino
1013,Sara Lima,20,2024-05-20,Açores,Feminino
1014,Leonardo Santos,37,2024-03-07,Lisboa,Feminino
1015,Mariana Lima,39,2023-05-15,Açores,Feminino
1016,Fernanda Ferreira,32,2024-02-08,Évora,Masculino
1017,Igor Almeida,29,2023-07-30,Faro,Feminino
1018,Otávio Costa,45,2023-07-01,Braga,Masculino
1019,Daniela Rodrigues,22,2024-05-27,Porto,Feminino
1020,Rafael Silva,79,2023-07-26,Coimbra,Masculino
1021,Katia Nascimento,85,2024-02-06,Évora,Masculino
1022,Daniela Lima,34,2024-05-23,Lisboa,Feminino
1023,Mariana Lima,32,2024-12-15,Braga,Masculino
1024,Vanessa Santos,60,2023-08-29,Lisboa,Masculino
1025,Rafael Costa,20,2023-05-08,Braga,Masculino
1026,Katia Pereira,42,2024-03-01,Braga,Feminino
1027,Otávio Santos,52,2024-07-20,Coimbra,Feminino
1028,Daniela Silva,89,2023-07-12,Porto,Masculino
1029,Sara Rodrigues,88,2024-01-28,Braga,Masculino
1030,Juliana Ferreira,49,2024-06-27,Porto,Feminino
1031,Vanessa Rodrigues,87,2023-09-22,Lisboa,Masculino
1032,Ana Nascimento,24,2024-09-02,Setúbal,Masculino
1033,Carlos Almeida,68,2024-06-19,Açores,Feminino
1034,Vanessa Rodrigues,57,2024-01-14,Faro,Masculino
1035,Otávio Ferreira,34,2024-09-15,Leiria,Masculino
1036,Otávio Costa,77,2023-08-26,Faro,Masculino
1037,Eduardo Ferreira,51,2023-12-13,Setúbal,Masculino
1038,Katia Rodrigues,76,2023-08-08,Lisboa,Masculino
1039,Patrícia Santos,62,2023-08-17,Leiria,Masculino
1040,Juliana Rodrigues,34,2023-07-18,Porto,Feminino
1041,Daniela Rodrigues,89,2023-02-23,Porto,Feminino
1042,Sara Nascimento,69,2023-04-25,Setúbal,Masculino
1043,Vanessa Pereira,88,2024-07-10,Leiria,Feminino
1044,Carlos Rodrigues,44,2023-01-09,Açores,Feminino
1045,Natália Ferreira,61,2023-06-11,Faro,Masculino
1046,Carlos Ferreira,80,2024-08-24,Açores,Feminino
1047,Katia Lima,30,2023-09-21,Coimbra,Feminino
1048,Mariana Santos,31,2023-01-18,Açores,Feminino
1049,Katia Nascimento,25,2024-09-18,Faro,Masculino
1050,Thiago Silva,36,2023-02-12,Coimbra,Feminino
1051,Sara Costa,67,2023-03-30,Açores,Feminino
1052,Gabriel Pereira,58,2024-02-17,Açores,Feminino
1053,Natália Rodrigues,29,2023-05-03,Lisboa,Feminino
1054,Eduardo Costa,25,2023-12-07,Madeira,Masculino
1055,Ana Lima,63,2024-08-29,Braga,Masculino
1056,Helena Almeida,68,2023-03-20,Évora,Feminino
1057,Mariana Almeida,73,2023-06-10,Faro,Masculino
1058,Patrícia Oliveira,42,2023-05-31,Setúbal,Feminino
1059,Natália Oliveira,54,2023-02-02,Coimbra,Masculino
1060,Ana Santos,20,2024-07-25,Leiria,Feminino
1061,Eduardo Santos,35,2023-03-03,Setúbal,Feminino
1062,Vanessa Almeida,41,2023-09-11,Madeira,Feminino
1063,Sara Nascimento,67,2023-12-22,Faro,Masculino
1064,Natália Ferreira,18,2023-05-08,Leiria,Masculino
1065,Rafael Costa,70,2023-06-09,Açores,Feminino
1066,Bruno Silva,90,2023-08-13,Évora,Masculino
1067,Thiago Nascimento,28,2024-07-27,Madeira,Feminino
1068,Otávio Lima,28,2023-07-03,Açores,Masculino
1069,Helena Nascimento,27,2023-01-19,Madeira,Feminino
1070,Vanessa Silva,61,2023-06-21,Lisboa,Feminino
1071,Otávio Lima,78,2023-05-12,Évora,Feminino
1072,Leonardo Costa,55,2024-07-01,Lisboa,Feminino
1073,Thiago Costa,25,2023-03-16,Leiria,Masculino
1074,Thiago Silva,55,2023-03-21,Lisboa,Feminino
1075,Patrícia Santos,34,2023-07-21,Porto,Feminino
1076,Igor Oliveira,53,2024-03-13,Braga,Masculino
1077,Daniela Ferreira,40,2023-04-24,Coimbra,Feminino
1078,Leonardo Oliveira,51,2023-01-02,Faro,Feminino
1079,Fernanda Lima,22,2024-01-03,Porto,Masculino
1080,Vanessa Oliveira,81,2023-10-24,Setúbal,Masculino
1081,Otávio Oliveira,44,2023-05-08,Évora,Masculino
1082,Igor Santos,24,2024-07-01,Leiria,Feminino
1083,Patrícia Costa,78,2023-06-23,Faro,Feminino
1084,Mariana Nascimento,51,2024-07-24,Madeira,Feminino
1085,Ana Costa,75,2023-11-24,Évora,Masculino
1086,Daniela Lima,63,2023-10-04,Açores,Feminino
1087,Katia Costa,52,2024-09-10,Braga,Feminino
1088,Otávio Pereira,42,2023-07-06,Évora,Masculino
1089,Katia Lima,19,2023-01-31,Lisboa,Masculino
1090,Ana Almeida,30,2023-07-01,Porto,Feminino
1091,Leonardo Pereira,54,2024-04-06,Faro,Masculino
1092,Ana Ferreira,29,2024-10-22,Açores,Masculino
1093,Vanessa Santos,33,2024-09-22,Açores,Masculino
1094,Mariana Ferreira,41,2024-08-28,Coimbra,Feminino
1095,Juliana Nascimento,27,2023-03-06,Leiria,Feminino
1096,Natália Rodrigues,50,2024-07-07,Porto,Feminino
1097,Bruno Almeida,67,2024-01-14,Lisboa,Feminino
1098,Igor Oliveira,74,2024-10-09,Leiria,Masculino
1099,Vanessa Almeida,40,2023-02-28,Leiria,Masculino
1100,Eduardo Lima,73,2024-05-10,Açores,Masculino
1101,Otávio Costa,31,2024-11-14,Porto,Masculino
1102,Thiago Costa,75,2024-11-30,Leiria,Masculino
1103,Ana Silva,67,2024-03-22,Coimbra,Feminino
1104,Mariana Ferreira,18,2023-07-11,Leiria,Feminino
1105,Natália Almeida,26,2023-06-15,Faro,Masculino
1106,Mariana Nascimento,33,2023-05-19,Madeira,Feminino
1107,Katia Costa,69,2024-10-24,Porto,Feminino
1108,Sara Rodrigues,28,2023-09-06,Braga,Masculino
1109,Fernanda Lima,23,2023-11-22,Faro,Feminino
1110,Mariana Santos,63,2023-08-09,Porto,Feminino
1111,Gabriel Oliveira,22,2024-06-05,Lisboa,Masculino
1112,Patrícia Almeida,26,2023-06-15,Braga,Feminino
1113,Sara Nascimento,20,2024-11-12,Évora,Masculino
1114,Katia Silva,69,2024-08-20,Faro,Feminino
1115,Sara Oliveira,47,2024-10-07,Lisboa,Masculino
1116,Patrícia Silva,78,2023-03-27,Lisboa,Masculino
1117,Eduardo Silva,40,2023-03-13,Lisboa,Feminino
1118,Daniela Nascimento,39,2023-04-24,Porto,Masculino
1119,Daniela Nascimento,46,2024-10-16,Faro,Feminino
1120,Katia Almeida,59,2024-08-18,Açores,Masculino
1121,Katia Pereira,23,2023-04-22,Coimbra,Feminino
1122,Carlos Santos,53,2024-07-28,Setúbal,Masculino
1123,Leonardo Lima,39,2023-09-27,Faro,Masculino
1124,Eduardo Santos,66,2024-07-11,Lisboa,Feminino
1125,Carlos Silva,18,2024-06-19,Porto,Feminino
1126,Natália Nascimento,34,2024-05-22,Coimbra,Feminino
1127,Rafael Nascimento,70,2024-04-19,Coimbra,Masculino
1128,Vanessa Oliveira,81,2023-04-03,Porto,Feminino
1129,Leonardo Almeida,18,2023-05-28,Faro,Masculino
1130,Daniela Lima,30,2023-03-27,Évora,Masculino
1131,Otávio Pereira,53,2024-10-26,Faro,Masculino
1132,Eduardo Nascimento,81,2024-06-22,Coimbra,Masculino
1133,Bruno Rodrigues,54,2024-05-19,Setúbal,Feminino
1134,Katia Ferreira,76,2024-11-05,Porto,Masculino
1135,Sara Oliveira,38,2024-11-20,Leiria,Masculino
1136,Carlos Pereira,74,2023-04-23,Açores,Feminino
1137,Natália Pereira,59,2024-04-28,Porto,Feminino
1138,Helena Santos,48,2023-10-24,Faro,Feminino
1139,Helena Santos,78,2023-04-30,Leiria,Masculino
1140,Natália Oliveira,45,2023-04-05,Leiria,Masculino
1141,Mariana Rodrigues,35,2023-09-08,Faro,Feminino
1142,Igor Pereira,60,2024-08-11,Lisboa,Masculino
1143,Igor Oliveira,32,2023-08-31,Leiria,Feminino
1144,Fernanda Rodrigues,46,2024-02-21,Açores,Masculino
1145,Vanessa Oliveira,88,2024-04-28,Porto,Feminino
1146,Rafael Nascimento,45,2023-04-24,Leiria,Feminino
1147,Igor Silva,72,2024-04-11,Faro,Feminino
1148,Natália Ferreira,46,2023-04-24,Coimbra,Masculino
1149,Natália Silva,23,2023-08-26,Madeira,Masculino
1150,Natália Lima,68,2023-08-17,Porto,Feminino
1151,Patrícia Pereira,28,2023-05-28,Lisboa,Feminino
1152,Gabriel Oliveira,63,2024-02-21,Faro,Masculino
1153,Ana Nascimento,57,2024-07-07,Leiria,Masculino
1154,Otávio Nascimento,35,2022-12-30,Setúbal,Masculino
1155,Leonardo Nascimento,18,2023-03-18,Porto,Feminino
1156,Katia Lima,22,2024-02-20,Setúbal,Feminino
1157,Vanessa Lima,44,2023-01-18,Porto,Feminino
1158,Bruno Lima,64,2024-10-28,Porto,Feminino
1159,Leonardo Nascimento,23,2023-12-11,Évora,Masculino
1160,Sara Santos,89,2022-12-24,Faro,Masculino
1161,Katia Pereira,87,2024-08-25,Leiria,Masculino
1162,Helena Rodrigues,63,2024-03-21,Madeira,Feminino
1163,Igor Silva,26,2023-12-04,Évora,Feminino
1164,Patrícia Lima,85,2024-08-16,Leiria,Feminino
1165,Otávio Ferreira,65,2023-01-30,Porto,Masculino
1166,Otávio Santos,28,2023-11-15,Coimbra,Feminino
1167,Carlos Santos,39,2024-03-12,Porto,Masculino
1168,Patrícia Oliveira,44,2023-07-05,Lisboa,Feminino
1169,Natália Lima,34,2023-08-22,Évora,Feminino
1170,Otávio Silva,55,2024-06-09,Porto,Masculino
1171,Helena Lima,60,2023-10-25,Açores,Feminino
1172,Katia Nascimento,85,2023-06-07,Leiria,Feminino
1173,Juliana Ferreira,34,2024-02-10,Coimbra,Feminino
1174,Helena Nascimento,65,2024-02-28,Lisboa,Masculino
1175,Leonardo Costa,76,2024-07-02,Açores,Masculino
1176,Sara Costa,41,2024-06-23,Coimbra,Masculino
1177,Helena Santos,23,2024-01-30,Açores,Masculino
1178,Otávio Costa,65,2024-06-14,Faro,Masculino
1179,Katia Rodrigues,36,2023-12-04,Leiria,Masculino
1180,Sara Costa,33,2024-11-24,Setúbal,Feminino
1181,Eduardo Nascimento,58,2024-07-13,Lisboa,Feminino
1182,Juliana Nascimento,55,2023-05-12,Coimbra,Feminino
1183,Katia Santos,79,2024-11-08,Coimbra,Masculino
1184,Juliana Silva,69,2023-03-28,Faro,Feminino
1185,Leonardo Santos,59,2024-10-24,Açores,Masculino
1186,Thiago Lima,46,2024-03-10,Faro,Masculino
1187,Carlos Lima,75,2023-01-26,Porto,Feminino
1188,Gabriel Nascimento,58,2023-04-12,Açores,Masculino
1189,Leonardo Almeida,36,2023-10-09,Évora,Feminino
1190,Leonardo Silva,54,2024-01-01,Évora,Feminino
1191,Otávio Lima,29,2024-05-13,Leiria,Feminino
1192,Otávio Costa,38,2023-10-12,Setúbal,Masculino
1193,Thiago Ferreira,29,2024-07-25,Faro,Feminino
1194,Patrícia Lima,60,2024-10-13,Açores,Feminino
1195,Carlos Silva,70,2023-03-06,Braga,Feminino
1196,Fernanda Lima,77,2022-12-23,Açores,Masculino
1197,Gabriel Oliveira,66,2024-02-27,Madeira,Feminino
1198,Bruno Costa,56,2023-08-02,Madeira,Feminino
1199,Helena Silva,18,2024-07-15,Braga,Feminino
1200,Patrícia Santos,54,2023-10-19,Coimbra,Feminino
1201,Helena Silva,33,2024-03-11,Leiria,Masculino
1202,Vanessa Rodrigues,79,2023-05-20,Setúbal,Feminino
1203,Patrícia Santos,65,2023-07-14,Açores,Masculino
1204,Igor Oliveira,25,2024-07-23,Évora,Feminino
1205,Eduardo Rodrigues,38,2024-10-26,Braga,Feminino
1206,Natália Rodrigues,24,2024-02-27,Braga,Masculino
1207,Rafael Pereira,41,2024-09-14,Açores,Masculino
1208,Sara Rodrigues,58,2023-01-18,Braga,Feminino
1209,Leonardo Santos,86,2023-05-06,Évora,Masculino
1210,Ana Oliveira,84,2024-03-06,Évora,Feminino
1211,Natália Rodrigues,38,2024-09-06,Faro,Masculino
1212,Rafael Pereira,42,2023-05-27,Açores,Masculino
1213,Natália Nascimento,27,2024-08-22,Coimbra,Masculino
1214,Patrícia Rodrigues,57,2023-01-12,Évora,Masculino
1215,Otávio Ferreira,84,2024-01-04,Coimbra,Feminino
1216,Ana Santos,46,2024-08-10,Coimbra,Masculino
1217,Juliana Oliveira,44,2024-08-08,Porto,Feminino
1218,Daniela Santos,20,2023-08-12,Setúbal,Masculino
1219,Gabriel Santos,22,2023-02-13,Madeira,Masculino
1220,Patrícia Santos,50,2024-11-05,Porto,Feminino
1221,Ana Santos,33,2023-04-13,Faro,Masculino
1222,Fernanda Rodrigues,21,2024-09-18,Coimbra,Feminino
1223,Thiago Rodrigues,63,2024-07-08,Madeira,Masculino
1224,Rafael Ferreira,26,2024-09-09,Açores,Masculino
1225,Rafael Pereira,42,2024-03-06,Coimbra,Masculino
1226,Daniela Pereira,82,2022-12-26,Leiria,Feminino
1227,Thiago Oliveira,74,2023-01-30,Porto,Masculino
1228,Leonardo Almeida,72,2024-05-14,Madeira,Masculino
1229,Natália Santos,58,2024-08-15,Leiria,Masculino
1230,Rafael Oliveira,81,2023-12-16,Braga,Masculino
1231,Carlos Rodrigues,81,2024-08-23,Setúbal,Feminino
1232,Otávio Ferreira,57,2023-01-16,Leiria,Masculino
1233,Sara Almeida,55,2023-10-08,Faro,Masculino
1234,Patrícia Rodrigues,40,2024-12-06,Leiria,Masculino
1235,Mariana Nascimento,84,2023-02-14,Porto,Masculino
1236,Eduardo Almeida,69,2023-01-08,Açores,Masculino
1237,Fernanda Santos,64,2024-05-30,Évora,Masculino
1238,Vanessa Almeida,33,2024-04-25,Setúbal,Feminino
1239,Igor Ferreira,52,2023-03-01,Setúbal,Feminino
1240,Patrícia Ferreira,69,2023-08-11,Madeira,Feminino
1241,Eduardo Nascimento,31,2024-08-16,Braga,Feminino
1242,Patrícia Pereira,35,2024-11-19,Porto,Masculino
1243,Carlos Nascimento,21,2024-06-19,Setúbal,Feminino
1244,Eduardo Costa,30,2024-10-02,Madeira,Feminino
1245,Otávio Pereira,55,2023-02-11,Leiria,Feminino
1246,Rafael Costa,87,2024-01-03,Madeira,Masculino
1247,Bruno Almeida,33,2023-11-23,Leiria,Feminino
1248,Mariana Nascimento,76,2024-11-13,Lisboa,Masculino
1249,Sara Costa,39,2023-08-04,Setúbal,Masculino
1250,Juliana Almeida,80,2024-08-29,Açores,Feminino
1251,Sara Lima,78,2023-08-20,Madeira,Masculino
1252,Rafael Silva,68,2024-03-25,Leiria,Feminino
1253,Vanessa Rodrigues,54,2024-01-26,Lisboa,Masculino
1254,Thiago Silva,34,2023-12-10,Évora,Masculino
1255,Katia Almeida,30,2023-10-08,Évora,Feminino
1256,Natália Rodrigues,25,2023-02-11,Faro,Masculino
1257,Helena Costa,28,2023-01-15,Porto,Feminino
1258,Daniela Rodrigues,39,2024-11-29,Madeira,Feminino
1259,Bruno Nascimento,72,2023-05-18,Madeira,Feminino
1260,Igor Silva,78,2023-04-27,Lisboa,Feminino
1261,Mariana Ferreira,67,2024-01-24,Açores,Masculino
1262,Patrícia Santos,44,2024-01-10,Leiria,Feminino
1263,Fernanda Ferreira,56,2023-12-13,Setúbal,Masculino
1264,Patrícia Santos,86,2024-05-14,Braga,Feminino
1265,Bruno Costa,69,2024-05-02,Açores,Masculino
1266,Thiago Santos,61,2024-03-15,Porto,Feminino
1267,Natália Pereira,62,2024-10-02,Braga,Feminino
1268,Natália Lima,58,2024-05-29,Setúbal,Feminino
1269,Igor Ferreira,83,2023-09-12,Madeira,Masculino
1270,Ana Lima,41,2023-05-09,Leiria,Masculino
1271,Otávio Costa,86,2023-03-31,Setúbal,Masculino
1272,Rafael Pereira,64,2023-09-03,Coimbra,Masculino
1273,Eduardo Costa,73,2023-10-26,Évora,Masculino
1274,Gabriel Almeida,52,2024-03-01,Coimbra,Feminino
1275,Vanessa Pereira,69,2024-04-19,Porto,Masculino
1276,Gabriel Silva,49,2024-02-06,Leiria,Feminino
1277,Sara Almeida,72,2023-02-26,Lisboa,Masculino
1278,Fernanda Costa,35,2024-11-20,Braga,Feminino
1279,Sara Oliveira,23,2023-08-10,Lisboa,Masculino
1280,Carlos Rodrigues,56,2024-10-15,Setúbal,Feminino
1281,Carlos Almeida,35,2024-04-22,Porto,Masculino
1282,Rafael Ferreira,85,2024-04-06,Leiria,Masculino
1283,Helena Ferreira,33,2024-02-03,Évora,Feminino
1284,Helena Almeida,45,2024-07-25,Porto,Masculino
1285,Gabriel Costa,74,2023-10-28,Braga,Masculino
1286,Patrícia Lima,65,2023-01-03,Porto,Feminino
1287,Sara Almeida,78,2023-01-20,Faro,Feminino
1288,Eduardo Rodrigues,78,2023-12-09,Braga,Masculino
1289,Vanessa Silva,24,2023-01-12,Faro,Feminino
1290,Sara Almeida,57,2023-03-06,Évora,Masculino
1291,Sara Pereira,74,2023-11-18,Lisboa,Feminino
1292,Igor Costa,29,2024-04-22,Braga,Masculino
1293,Fernanda Nascimento,58,2023-03-01,Setúbal,Masculino
1294,Igor Santos,80,2023-08-25,Setúbal,Feminino
1295,Natália Santos,38,2023-01-04,Braga,Masculino
1296,Leonardo Almeida,88,2024-01-20,Leiria,Masculino
1297,Bruno Oliveira,74,2023-03-04,Coimbra,Masculino
1298,Mariana Pereira,57,2024-02-02,Açores,Masculino
1299,Daniela Oliveira,49,2023-07-10,Coimbra,Feminino
1300,Katia Nascimento,79,2024-08-05,Braga,Masculino
1301,Thiago Rodrigues,54,2024-05-30,Porto,Feminino
1302,Leonardo Oliveira,68,2023-11-29,Açores,Masculino
1303,Ana Silva,89,2023-02-26,Açores,Masculino
1304,Carlos Nascimento,43,2024-03-26,Coimbra,Masculino
1305,Mariana Ferreira,72,2023-04-15,Braga,Masculino
1306,Carlos Rodrigues,39,2023-05-19,Porto,Masculino
1307,Rafael Almeida,76,2023-01-30,Leiria,Masculino
1308,Helena Pereira,42,2024-03-22,Braga,Feminino
1309,Mariana Oliveira,73,2024-05-22,Açores,Masculino
1310,Juliana Pereira,71,2024-06-18,Setúbal,Masculino
1311,Ana Costa,51,2024-04-22,Açores,Feminino
1312,Helena Rodrigues,76,2024-09-23,Lisboa,Feminino
1313,Eduardo Rodrigues,68,2023-01-16,Faro,Feminino
1314,Natália Ferreira,50,2024-10-06,Porto,Masculino
1315,Bruno Rodrigues,48,2023-08-25,Évora,Masculino
1316,Ana Costa,82,2023-03-26,Setúbal,Feminino
1317,Mariana Rodrigues,34,2023-05-27,Lisboa,Masculino
1318,Igor Oliveira,82,2023-08-03,Évora,Feminino
1319,Eduardo Santos,58,2022-12-23,Madeira,Feminino
1320,Eduardo Costa,32,2024-02-03,Lisboa,Masculino
1321,Patrícia Costa,64,2023-10-06,Braga,Feminino
1322,Vanessa Costa,84,2024-02-03,Setúbal,Masculino
1323,Katia Nascimento,37,2023-05-30,Leiria,Masculino
1324,Gabriel Oliveira,24,2024-04-28,Coimbra,Masculino
1325,Patrícia Costa,38,2022-12-28,Leiria,Feminino
1326,Daniela Nascimento,23,2023-09-24,Évora,Feminino
1327,Otávio Nascimento,32,2024-07-21,Porto,Feminino
1328,Carlos Pereira,54,2024-06-18,Coimbra,Feminino
1329,Thiago Ferreira,45,2023-05-02,Lisboa,Masculino
1330,Natália Santos,49,2023-07-28,Porto,Feminino
1331,Ana Costa,33,2023-11-12,Évora,Masculino
1332,Katia Oliveira,21,2024-09-27,Leiria,Feminino
1333,Otávio Costa,18,2024-01-17,Lisboa,Feminino
1334,Katia Ferreira,34,2024-05-17,Lisboa,Feminino
1335,Katia Silva,27,2023-06-08,Açores,Feminino
1336,Carlos Almeida,50,2024-06-20,Faro,Feminino
1337,Carlos Silva,44,2024-07-06,Setúbal,Feminino
1338,Juliana Oliveira,33,2024-02-18,Leiria,Feminino
1339,Juliana Ferreira,34,2023-12-18,Porto,Feminino
1340,Rafael Pereira,80,2023-09-20,Setúbal,Feminino
1341,Igor Ferreira,72,2024-09-18,Setúbal,Feminino
1342,Vanessa Oliveira,73,2023-03-15,Setúbal,Masculino
1343,Bruno Lima,61,2023-09-02,Faro,Masculino
1344,Patrícia Lima,85,2024-09-25,Braga,Feminino
1345,Natália Santos,79,2024-02-16,Coimbra,Masculino
1346,Juliana Pereira,84,2023-10-09,Braga,Masculino
1347,Sara Santos,23,2023-07-13,Porto,Feminino
1348,Natália Santos,77,2023-02-12,Açores,Feminino
1349,Leonardo Costa,28,2023-07-23,Lisboa,Masculino
1350,Otávio Oliveira,41,2023-11-13,Lisboa,Masculino
1351,Natália Costa,58,2023-04-28,Leiria,Feminino
1352,Vanessa Costa,61,2024-06-11,Faro,Masculino
1353,Carlos Ferreira,51,2023-01-30,Porto,Feminino
1354,Sara Silva,18,2023-11-11,Porto,Masculino
1355,Fernanda Nascimento,76,2023-01-11,Setúbal,Feminino
1356,Juliana Ferreira,64,2023-01-12,Setúbal,Feminino
1357,Carlos Oliveira,35,2024-12-05,Faro,Masculino
1358,Ana Pereira,21,2024-05-19,Leiria,Masculino
1359,Helena Almeida,86,2024-06-07,Porto,Feminino
1360,Otávio Oliveira,78,2023-10-14,Lisboa,Masculino
1361,Fernanda Oliveira,74,2023-08-11,Leiria,Masculino
1362,Otávio Ferreira,49,2024-05-27,Braga,Feminino
1363,Bruno Rodrigues,19,2024-09-05,Setúbal,Feminino
1364,Patrícia Ferreira,88,2024-02-26,Lisboa,Feminino
1365,Mariana Nascimento,83,2023-04-24,Açores,Feminino
1366,Helena Silva,85,2024-11-30,Setúbal,Feminino
1367,Sara Santos,52,2023-02-25,Setúbal,Feminino
1368,Daniela Nascimento,62,2023-09-17,Setúbal,Masculino
1369,Fernanda Costa,42,2023-08-27,Évora,Feminino
1370,Helena Lima,46,2023-04-28,Évora,Feminino
1371,Eduardo Costa,67,2023-10-20,Évora,Feminino
1372,Fernanda Ferreira,44,2024-03-05,Porto,Feminino
1373,Eduardo Oliveira,43,2024-07-12,Açores,Feminino
1374,Daniela Almeida,81,2024-02-13,Faro,Masculino
1375,Sara Silva,20,2023-12-18,Braga,Feminino
1376,Fernanda Oliveira,82,2024-11-17,Porto,Feminino
1377,Natália Santos,47,2024-08-18,Madeira,Masculino
1378,Patrícia Costa,61,2023-12-22,Lisboa,Feminino
1379,Eduardo Lima,31,2022-12-27,Lisboa,Feminino
1380,Otávio Santos,31,2023-04-04,Açores,Masculino
1381,Sara Silva,82,2024-09-03,Coimbra,Masculino
1382,Gabriel Rodrigues,38,2024-02-24,Leiria,Feminino
1383,Daniela Oliveira,64,2024-01-12,Coimbra,Masculino
1384,Gabriel Nascimento,71,2024-12-13,Faro,Feminino
1385,Katia Costa,82,2024-06-27,Porto,Feminino
1386,Leonardo Almeida,64,2023-03-16,Faro,Masculino
1387,Rafael Almeida,47,2024-07-31,Setúbal,Feminino
1388,Natália Nascimento,84,2023-01-21,Évora,Masculino
